Id,Clau,Titol,Longitud,Latitud,Desapareguda,Bandol,TipusFossa,Notes,Font,Documentacio,HospMilitar,NumRestes,Municipi,Comarca,IdCategoria,Estudi_Ebre,Fitxa,Excavades,Data creació,Inicipublicacio,Georeferència,LIMADM_MUNICIPI,LIMADM COMARCA
126148,Cementiri de Cubells,Cementiri de Cubells,0.96971512,41.85526619,No,Rebel,Soldats,"Amb l'estabilització del front l'abril de 1938, Cubells quedà situat en la immediata reraguarda republicana del cap de pont de Balaguer i just darrera de la població i del pantà de Camarasa. A partir de l'ofensiva de desembre de 1938 els morts per la zona foren molts i més si es té en compte que, entre el 28 i el 31 de desembre de 1938, els combats foren continus, uns per avançar i els altres intentant defensar el territori. La documentació de l'Ajuntament informant al Govern Civil de Lleida, però, no esmenta res dels soldats republicans, quan les víctimes pel terme forçosament van ser molt nombroses.","Galitó, P.; Gimeno, M.; Pita, R.; Tarragona, J: Les batalles del Segre i La Noguera Pallaresa. Pagès Editors, Lleida 2006. Gràcia i Cardús, Baldomer: La guerra que he viscut. Diari d'un portalliteres 1937-1939. Pòrtic, Barcelona 1982.","Arxiu Històric de Lleida, Fons Govern Civil. Arxiu General Militar d'Àvila",,31,Cubells,Noguera,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/cubells-cementiri,No,,,"(41.85526619, 0.96971512)",651,15
126060,Cementiri d'Abrera,Cementiri d'Abrera,1.90427721,41.519479,No,Republicà,Civils,"El 25 de gener de 1939 les tropes franquistes ocuparen Olesa de Montserrat. Un cop es produí aquell fet, les noves autoritats civils, amb recolzament de les militars, iniciaren la detenció de diverses persones. Totes elles foren jutjades a Olesa en un simulacre de judici. Finalment es decidí que havien de ser traslladades a Barcelona. Durant el trasllat aquells presoners foren afusellats i inhumats al cementiri d'Abrera.","Solé Sabaté, J.M; Villarroya i Font, J.: L'ocupació militar de Catalunya. Març 1938 - febrer 1939. L'Avenç, Barcelona 1987. Barroso, M. José: Fosses franquistes, desenterrar 65 anys de silenci a Olesa, a Accents XXI revista sociocultural. Olesa de Montserrat. Núm.5, primavera 2005. Dueñas, Oriol: La violència dels uns i dels altres. La repressió de guerra i postguerra 1936-1945: el cas d'Olesa de Montserrat. Publicacions de l'Abadia de Montserrat, Barcelona 2007.",,,14,Abrera,Baix Llobregat,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/abrera-cementiri,No,,,"(41.519479, 1.90427721)",887,31
161223,Cementiri Santa Maria de Meia_fossa,Cementiri de Santa Maria de Meià,0.99093407,41.99258684,No,Republicà,Soldats,"Les autoritats franquistes van fer presoners a set maquis, i els van afusellar prop del monestir de Santa Maria de Meià. Van ser enterrats en una fossa, a l'era de Cal Maleno. L'any 1982 es començà la construcció d'una granja de porcs a Cal Maleno. El canonge d'Urgell, Pere Codern, excaptiu i fill del poble, va fer traslladar les restes dels set maquis al fossar del cementiri municipal. L'Amical d'Antics Guerrillers de Catalunya va dignificar la fossa l'any 1992, tot posant-hi una placa on es pot llegir ""Als 7 companys guerrillers morts lluitant per la llibertat el 13 de novembre de 1944 a Santa Maria de Meià"".","Fonts hemerogràfiques i bibliogràfiques: Sánchez Agustí, Ferran: ""Maquis al Montsec. Del migdia francés a l'Aran i el Pallars (1944-1956)"". 2008. Fonts orals: Veïns de les poblacions properes",,,7,Vilanova de Meià,Noguera,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/cementiri-santa-maria-meia,No,,,"(41.99258684, 0.99093407)",122,15
126102,Cementiri de Ferran,Cementiri de Ferran,1.39979124,41.73299625,Sí,Ambdós bàndols,Soldats,Aquestes fosses coincideixen amb el pas de la divisió franquista.,Testimoni oral,Archivo General Militar de Ávila. Diari Operacions 82 div. Rebel,,Desconegut,Estaràs,Segarra,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/estaras-cementiri-de-ferran,No,,,"(41.73299625, 1.39979124)",882,19
160914,Coll d'eres,Coll d'eres,1.7284584,41.45974213,Sí,Republicà,Soldats,"L'artilleria franquista disparada des de la Font del Bosc, a Sant Quintí de Mediona, destruí un niu de metralladores republicà tot matant a 17 soldats. Un d'ells fou inhumat al mateix lloc on es va produir la mort. La resta foren traslladats al cementiri del poble veí de Torrelavit.",Les fosses de la Guerra Civil al Penedès,FONT ORAL,,1,Sant Pere de Riudebitlles,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/sant-pere-de-riudebitlles-coll-deres,No,,,"(41.45974213, 1.7284584)",917,32
125976,Cementiri de Vinaixa,Cementiri de Vinaixa,0.97520828,41.4301748,No,Rebel,Soldats,"Vinaixa va ser ocupada per les tropes rebels, el CTV en concret, el 6 de gener de 1939. No s'hi esdevingueren grans combats com es donaren el altres poblacions en que els republicans deturaren durant dies les tropes rebels. Però això no treu que potser hi morissin soldats d'ambdós bàndols en alguna topada, bastant forta si tenim en compte els morts que hi van haver. Així doncs, com a mínim s'han de tenir presents dues fosses, la del cementiri, probablement nascuda de la recollida de soldats pel terme, i la que és molt difícil d'ubicar i que potser el pas del temps i l'evolució urbanística hagi pogut fer desaparèixer, dins el terme municipal, al costat de la carretera que uneix Lleida i Tarragona, l'actual N-240.","Solé i Barjau, Queralt.  Les morts clandestins. Les fosses communes de la Guerre Civile en Catalogne (1936-1939). Catarroja: Ed. Afers, 2009.",,,12,Vinaixa,Garrigues,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/vinaixa-cementiri,No,,,"(41.4301748, 0.97520828)",529,27
160858,Tomb dels morts,Tomb dels morts,1.46555901,41.30595615,Sí,Republicà,Soldats,"En aquest indret s'hi van enterrar dos soldats republicans morts el dia de l'entrada de les tropes franquistes a la Bisbal, el 20 de gener de 1939. L'indret s'ubica a la vorera de la banda de llevant al revolt que fa la carretera de la Bisbal del Penedès a la Juncosa de Montmell (TV-2401, Km.5)",Les fosses de la guerra civil al penedès,Font oral,,2,"Montmell, el",Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/montmell-tomb-dels-morts,No,,,"(41.30595615, 1.46555901)",835,33
160882,Cementiri antic de Sant Pau d'Ordal,Cementiri antic de Sant Pau d'Ordal,1.79579258,41.38138925,Sí,Rebel,Soldats,"Es tracta de quatre soldats rebels que moriren com a conseqüència dels enfrontaments amb les tropes republicanes a la trinxera de la Creu. Les seves restes foren traslladades al cementiri de Sant Pau d'Ordal. Aquest cementiri, al costat de l'església romànica, fou desmantellat l'any 1960.",Les fosses de la Guerra Civil al Penedès,,,4,Subirats,Alt Penedès,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/subirats-cementiri-antic-de-sant-pau-dordal,No,,,"(41.38138925, 1.79579258)",778,32
126024,Seròs: Barranc del molí,Seròs: Barranc del molí,0.42405725,41.45326123,No,Rebel,Soldats,"Aquesta fossa, situada just darrera del cap de pont de les tropes rebels, a la riba dreta, ens porta a creure que el més possible és que s'hi inhumessin els soldats morts en la defensa de la posició de l'altre costat del riu, guanyada a l'exèrcit republicà i atacada fortament a l'abril, el maig i el novembre de 1939. Els morts de la posició defensiva devien ser traslladats tot just per poder-los inhumar.","Fonts hemerogràfiques i bibliogràfiques: Galitó, P.; Gimeno, M.; Pita, R.; Tarragona, J: Les batalles del Segre i La Noguera Pallaresa. Pagès Editors, Lleida 2006. Minguella i Piñol, J.M.: Notes sobre el Cap de Pont de Seròs. Institut d'Estudis Ilerdencs de la Diputació de Lleida, Lleida 1992. Solé Barjau, Queralt: Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja, Ed. Afers. Barcelona 2008. Fonts orals: Oriol Riart Arnalot","Arxiu de l’Ajuntament de Seròs. Arxiu Històric de Lleida, Fons Govern Civil. Documentació per al trasllat de restes a la Santa Cruz del Valle de los Caídos.",,50 aprox.,Seròs,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/seros-barranc-del-moli,No,,,"(41.45326123, 0.42405725)",566,21
161379,Cementiri Altron_fossa,Cementiri d'Altron,1.1041528,42.45061556,No,,Civils,"Totes les informacions d’aquesta fossa provenen de la recerca sobre el Cost Humà de la Guerra Civil, dirigit pel Centre d’Història Contemporània de Catalunya.",,Ajuntament de Sort: Registre Civil d'Altron,,2,Sort,Pallars Sobirà,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/cementiri_altron,No,,,"(42.45061556, 1.1041528)",334,2
126224,Terme municipal de Capolat,Terme municipal de Capolat,1.7525649,42.0771325,No,Republicà,Soldats,"A Capolat hi ha localitzades quatre fosses comunes de soldats republicans segons testimonien els veïns del poble. A les fosses hi hauria un total de 25 cossos. Segons aquests testimonis en una fossa hi ha tres oficials; en una altra 14 persones, que és la que estaria en pitjor estat de conservació; en una altra 14 persones, aquesta estaria força intacte perquè es troba dins d'una trinxera; i en la quarta fossa, cinc o sis persones més.","El testimoni de veïns permet localitzar a Capolat quatre fosses comunes de la Guerra Civil que contindrien uns 25 cadàvers Agencia Catalana de Notícies, 30 de novembre de 2006, Ref. 316396. ""Localitzen quatre fosses comunes al municipi de Capolat amb uns 25 cadàvers"" http://radioberga.cat/arxiu_noticies/noticia.xsp?id=1149. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,25 aprox.,Capolat,Berguedà,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/capolat-fora-cementiri-capolat,No,,,"(42.0771325, 1.7525649)",78,8
125784,Al costat del cementiri de Sant Feliu de Llobregat,Al costat del cementiri de Sant Feliu de Llobregat,2.0451716,41.3809381,Sí,Rebel,Soldats,"L’entrada de les tropes franquistes a Sant Feliu de Llobregat no fou del tot pacífica, ja que hi hagué enfrontaments i víctimes. Foren morts 10 civils a causa de l’impacte de granades i també com a resultat de l'acció de soldats rebels, de les forces marroquines, que van matar a sang freda diversos veïns. A part d'aquestes morts, també es van registrar enfrontaments entre els dos exèrcits, el resultats dels quals fou la mort de 3 soldats, tots ells musulmans, que van ser inhumats al costat del cementiri, a tocar de la Rivera de la Salut.","Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,3,Sant Feliu de Llobregat,Baix Llobregat,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/sant-feliu-de-llobregat-al-costat-del-cementiri,No,,,"(41.3809381, 2.0451716)",844,31
126112,Cementiri del Canós,Cementiri del Canós,1.20959848,41.68835081,No,,Soldats,La fossa del Canós va néixer dels enfrontaments entre els dos exèrcits en aquella localitat.,"Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Archivo General Militar de Ávila. Diari Operacions 82 div. Rebel,,Desconegut,"Plans de Sió, els",Segarra,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/canos-cementiri,No,,,"(41.68835081, 1.20959848)",780,19
125865,Cementiri Falset,Cementiri Falset,0.81334233,41.14636957,No,Ambdós bàndols,Hospital Militar,"En un mas aïllat però proper a Falset els veïns recorden que s'hi instal·là un hospital, tot i que actualment no se n'ha recuperat cap mena de documentació. Els soldats que hi morien eren portats al cementiri i enterrats en una rasa. En aquesta mateixa fossa sembla ser que també s'hi enterraren els soldats i presoners morts a causa d'un bombardeig. També hi ha, dins del cementiri, un mausoleu franquista per als civils assassinats durant la repressió de l'aixecament de juliol de 1936.","Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Sabaté Alentorn, Jaume: Víctimes d'una guerra al Priorat (1936-19...) Dalmau Editor, Barcelona 2002. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009. Martorell Garau, Miquel: Els refugiats de les zones de Guerra al Priorat 1936-1939. Centre Cultural i Recreatiu La Unió de Torroja del Priorat, 2007. Munté, Josep; Oresanz, Toni; Perelló, Miquel: Bombes al Priorat. L'estiu de 1938.  Ajuntament de Falset i Generalitat de Catalunya, 2014","Jutjat de Pau de Falset; Jutjat de Pau del Lloar; Jutjat de Pau de Porrera; Arxiu Comarcal del Priorat, fons de l'Ajuntament de Falset",Hospital de Campanya o de Sang. Mas de l'Anguera.,Desconegut,Falset,Priorat,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/falset-cementiri,No,,,"(41.14636957, 0.81334233)",414,35
126180,Camí Monges 1_fossa,Camí de les Monges (I),1.95362985,41.52125427,No,Republicà,Soldats,"Fossa situada uns 40 metres del camí de les Monges, al marge de ponent, a poca distància del cementiri i sota el turó de Masvalls. Segons les informacions obtingudes, hi ha inhumats un nombre indeterminat de soldats republicans que van ser abatuts per la 4a Divisió de Navarra, al capvespre del dia 24 de gener.","Fonts hemerogràfiques i bibliogràfiques: Solé i Barjau, Queralt: Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009. Hurtado, V.; Segura, A.; Villarroya, J.: Atles de la Guerra Civil a Catalunya. Edicions DAU. Barcelona, 2012. Fonts orals: Bartomeu Anglada i Jaume Puig, veïns d'Ullastrell",,,Desconegut,Ullastrell,Vallès Occidental,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/ullastrell-cami-monges-1,No,,,"(41.52125427, 1.95362985)",885,26
125963,Cementiri de Tàrrega,Cementiri de Tàrrega,1.14474535,41.65194396,No,Republicà,Hospital Militar,"En aquesta fossa sembla ser que s'hi inhumaren les víctimes dels bombardeigs a la ciutat els dies 2 i 5 d'abril, 30 de novembre i 21, 27 i 31 de desembre de l'any 1938, així com els soldats que moriren a l'hospital situat fora de la població, en una masia anomenada ""Mas Colom"" o ""Mas d'en Colom"". La documentació custodiada al Centre d'Història Contemporània de Catalunya confirma aquestes dades amb el llistat conservat de noms dels soldats que van morir al ""Mas Colom"" entre l'1 d'abril de 1938 i el 22 de gener de 1939, un total de 32 soldats, els difunts del mes de gener ja tots pertanyents a l'exèrcit rebel.","Oliva, Jordi: El cost humà de la guerra civil a les comarques gironines: combatents morts i víctimes del material bèl·lic abandonat. El Punt, Girona 1999. Solé i Sabaté, Josep Maria; Villarroya i Font, Joan: Catalunya sota les bombes (1936-1939). Publicacions de l'Abadia de Montserrat. Barcelona 1986. Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",Documentació del Centre d’Història de Catalunya: Fons Cost Humà de la Guerra Civil.,Hospital de Campanya o de Sang. Hospital al Mas Colom i víctimes de bombardeigs.,36,Tàrrega,Urgell,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/tarrega-cementiri,No,,,"(41.65194396, 1.14474535)",880,17
160830,Ca la Maxina,Ca la Maxina,1.52919173,41.29239874,Sí,Republicà,Soldats,"El 20 de gener de 1939 un obús va matar un soldat republicà, juntament amb una nena de quatre anys. La criatura fou enterrada al cementiri, mentre que el soldat fou inhumat darrera la casa coneguda com Ca la Maxina, a Torregassa (Sant Jaume dels Domenys).",Les fosses de la Guerra Civil al Penedès,Font oral,,1,Sant Jaume dels Domenys,Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/sant-jaume-dels-domenys-ca-la-maxina,No,,,"(41.29239874, 1.52919173)",501,33
126109,Cementiri de Cervera,Cementiri de Cervera,1.26626015,41.67743152,No,Republicà,Hospital Militar,"Els soldats morts a l'hospital militar de Cervera eren enterrats al cementiri en llargues rases. L'hospital també fou utilitzat per les tropes franquistes. En el seu cas els soldats morts eren inhumats de manera individual al cementiri. Les dates amb més mortalitat són del 23 al 31 de maig de 1938, tot coincidint amb els atacs republicans als diversos caps de pont del riu Segre. Tot i que les defuncions no s'aturen, sí que disminueixen a partir de principis de juny i són més espaiades fins a mitjans d'agost, quan tornen a incrementar-se.","http://www.mailxxi.com/guerracivil. Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004",Centre d'Història Contemporània de Catalunya,"Hospital d'Evacuació o reraguarda. Escoles Nacionals i Universitat. Les víctimes que hi va haver a l'hospital militar de reraguarda de Cervera, ubicat a les Escoles Nacionals i a l'edifici de la Universitat, que foren habilitats amb aquesta finalitat. L'hospital pertanyia a l'Exèrcit de l'Est, en concret al XVIII Cos d'Exèrcit, i que als hospitals s'anomenaven Clínica núm. 1 i núm. 2. Aquests hospitals recollien els ferits que s'evacuaven des de Lleida, des d'on es distribuïen els soldats utilitzant les vies fèrries i els trens hospital.",250,Cervera,Segarra,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/cervera-cementiri,No,,,"(41.67743152, 1.26626015)",900,19
160940,Carretera a Guardiola de Font-rubí,Carretera a Guardiola de Font-rubí,1.64296031,41.41944713,Sí,Republicà,Soldats,"Un soldat republicà que resultà mort en un intercanvi de trets amb les forces franquistes el 21 de gener de 1939, fou inhumat al costat de la carretera que uneix Guardiola amb l'Avellà (BP-2126), a un quilòmetre de la primera localitat.",Les fosses de la Guerra Civil al Penedès.,,,1,Font-rubí,Alt Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/font-rubi-carretera-a-guardiola-de-font-rubi,No,,,"(41.41944713, 1.64296031)",719,32
126048,Sant Quirze del Vallès: La carena del parallamps,Sant Quirze del Vallès: La carena del parallamps,2.05057561,41.51760327,No,Republicà,Soldats,"El treball de recerca realitzat per Miguel Aznar el 2006, fonamentat en un testimoni oral indirecte dels fets, assenyalà l’indret probable on uns veïns de Rubí haurien inhumat els cossos de 6 soldats morts el 26 de gener de 1939 en el transcurs de l’ocupació franquista de Rubí i Sant Quirze del Vallès. La fossa està ubicada a la Serra de Galliners, en el terme municipal de Sant Quirze del Vallès. És un enclavament estratègic que limita amb Terrassa i Rubí. En les cotes més altes de les immediacions de la fossa s’hi han trobat línies de trinxeres, així com també vestigis militars, bàsicament, obusos, granades i beines. El 2009 es va col·locar una làpida commemorativa a l’indret probable de la fossa. El 2011 l’Associació Cultural Vox Ossum (AVCO) rebé una subvenció del Ministerio de la Presidencia (BOE núm. 284, de 25 de novembre de 2011) exhumar la fossa. Malauradament, els sondeigs sobre el terreny realitzats el 2 i 3 de juny i 30 de juny i 1 de juliol de 2012 no van donar cap resultat.","Castellbisbal amaga una fossa amb 15 republicans i a Sant Quirze n'hi podria haver una amb 6 cadàvers. El 9 Punt, 5 d'abril de 2003. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,6,Sant Quirze del Vallès,Vallès Occidental,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/sant-quirze-del-valles-a-la-carena-del-parallamps,Sí,,,"(41.51760327, 2.05057561)",914,26
161169,Cementiri Balaguer_Fossa dels 19,Cementiri Balaguer: Fossa dels 19,0.80328137,41.79241261,No,,Civils,"La mort dels 19 és com es coneix l'assassinat per part d'incontrolats de 19 civils al quilòmetre 11 de la carretera de Balaguer a Tàrrega, al terme municipal de Bellmunt d'Urgell, el dia 5 d'agost de 1938. Tot i que aquestes víctimes de la repressió van ser inicialment enterrades al cementiri de Bellmunt d'Urgell, un cop acabada la guerra se'ls va traslladar al cementiri de Balaguer i van ser inscrits en el seu Registre Civil de Defuncions.",Fonts hemerogràfiques i bibliogràfiques: Memòries de Camilo Cava i Balcells (inèdites),,,19,Balaguer,Noguera,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/balaguer-cementiri-fossa-19,No,,,"(41.79241261, 0.80328137)",685,15
125749,Cementiri d'Alpicat,Cementiri d'Alpicat,0.55505633,41.67337663,No,Ambdós bàndols,Soldats,"D'aquesta fossa es té tota la informació dels qui hi foren inhumats, les dades d'aquests i les dades de la fossa: uns sis metres d'ample per 25 de llarg.   Des del març de 1938 a l'abril de 1939 el cementiri d'Alpicat fou utilitzat per tal de substituir el de Lleida, que va quedar sota domini de les tropes republicanes a la riba esquerra del riu Segre.   Al cementiri d'Alpicat s'hi inhumaren militars i civils, morts al front o a la reraguarda, víctimes de bombardeig, per malaltia o ferides de guerra. Dels estudis que se n'han fet se sap que en total s'hi inhumaren 146 militars, 264 civils i 8 desconeguts.","www.alpicat.cat/historiaguerracivil. Barallat, Mercè: La repressió a la postguerra civil a Lleida (1938-1945). Publicacions de l'Abadia de Montserrat, Barcelona 1991. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,Més de 480,Alpicat,Segrià,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/alpicat-ossera-del-cementiri-nou,No,,,"(41.67337663, 0.55505633)",624,21
160867,Cementiri Banyeres del Penedès_fossa,Cementiri de Banyeres del Penedès,1.58138752,41.27333945,Sí,Republicà,Soldats,"Un obús franquista va matar un soldat republicà a l'indret conegut com les Escaletes, sota la torre de Banyeres. El seu cos fou recollit i inhumat en una fossa al cementiri de la població.",Les fosses de la Guerra Civil al Penedès,,,1,Banyeres del Penedès,Baix Penedès,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/banyeres-penedes-cementiri,No,,,"(41.27333945, 1.58138752)",540,33
125919,Almatret: Prop de 300m del Mas Redons de Tarragó,Almatret: Prop de 300m del Mas Redons de Tarragó,0.44469148,41.33548132,No,Republicà,Hospital Militar,"Amb l'ofensiva de l'Ebre el juliol de 1938, Almatret, situat a la riba esquerra del riu Ebre, entre Mequinença i Faió (aquests a la riba dreta), es trobà situat en mig d'una de les maniobres de distracció preparada pels comandaments republicans per tal de desviar forces franquistes de la zona de la Terra Alta, on es va realitzar l'atac principal. Per cobrir les necessitats sanitàries d'aquell atac s'instal·là a pocs quilómetres d'Almatret, a la partida dels Redons, un hospital habilitat on es feia la primera classificació i cures de ferits. Al mati, a primera hora, s'enterraven els que havien mort durant la nit en un marge, a uns 300 metres de l'hospital. El testimoni parla que la fossa devia fer 2 o 3 metres d'ample per 15 de llarg, i potser tres de profunditat.","Fonts hemerogràfiques y bibliogràfiques: Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Sánchez Cervelló, Josep; Clua Micola, Pere: La Batalla de l'Ebre, un riu de sang. Edita el Consorci Memorial per als Espais de la Batalla de l'Ebre (COMEBE), Gandesa 2005. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009. Fonts orals: ""Tarasca: sense sepultura"", Canal 33, any 2003. Sebastià Arbonés i Jaume Verdié.",,"Hospital de Primera Línia / Lloc de Socors Divisionari. Partida dels Redons (Redons de Tarragó). Fou per cobrir les necessitats sanitàries d'aquest atac de distracció que s'instal·là a pocs quilòmetres d'Almatret, a la partida dels Redons, un hospital habilitat tipus 1 amb tres equips quirúrgics. Va ser instal·lat en una granja a prop de Almatret.",50 aprox.,Almatret,Segrià,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/almatret-prop-de-300m-del-mas-redons-de-tarrago,No,,,"(41.33548132, 0.44469148)",840,21
126209,Cementiri de Vic,Cementiri de Vic,2.25308776,41.93603799,No,Republicà,Hospital Militar,"A Vic s'instal·là un hospital militar de les brigades internacionals al convent de la congregació de les Germanes Carmelites de la Caritat. Els morts que es produïren amb tota probabilitat, i com passà en tantes altres ocasions a la resta de Catalunya, foren inhumats al cementiri en fossa comuna.","Casanovas i Prat: Quan les campanes van emmudir. Vic 1936-1939. Patronat d'Estudis Osonencs, Vic 1993. González Moreno-Navarro, Manuel: Les Brigades Internacionals (guerra civil espanyola 1936-39). El seu pas per Catalunya. Barcelona 1998. Hervás i Puyal, Carles: Sanitat a Catalunya durant la República i la Guerra Civil. Tesi Doctoral no publicada, Universitat Pompeu Fabra, Barcelona, 2004. Vilaseca i Llovet, Josep M.: L'hospital internacional de Vic durant la Guerra Civil Espanyola 1936-1939, a Gimbernat núm. 28, 1997, pàg. 207-209.",,"Hospital d'evacuació o rereguarda de les Brigades Internacionals. Clínica Militar núm. 17 de la Agrupación Quirúrgica de Barcelona, pertanyent al Servicio Sanitario Internacional (SSI). A part d'aquest hospital de les Brigades Internacionals cal fer esment al fet que a Vic s'instal·laren altres centres sanitaris, com la Clínica de l'Aliança o el convent dels Maristes, que s'utilitzà per allotjar mutilats i ferits de guerra.",Desconegut,Vic,Osona,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/vic-cementiri,No,,,"(41.93603799, 2.25308776)",912,13
125839,Reus: pou darrera hospital Sant Joan.,Reus: pou darrera hospital Sant Joan.,1.10301018,41.15595882,No,,Civils,"Aquest pou fou construït al s.XIX i proporcionava aigua a la fàbrica del propietari Felip Pich Aguilera. L'any 1951 es van descobrir els morts que foren llençats al pou, arran d'un estudi que es realitzà de l'indret. Pel que sembla els represaliats foren flequers de Reus acusats de realitzar pa en males condicions.","Duch Plana, Montserrat: Reus sota el primer franquisme, 1939-1951. Associació d’Estudis Reusencs, Reus 1995. El Punt, 18 de gener de 2001, pàg. 8. Article d’Antoni Batlle i Mas.",,,Desconegut,Reus,Baix Camp,Confirmada,Antiga,http://fossesirepressio.gencat.cat/ca/reus-darrera-hospital-sant-joan,No,,,"(41.15595882, 1.10301018)",421,39
125844,Cementiri de Reus,Cementiri de Reus,1.12275124,41.16741237,No,,Civils,"En aquesta fossa hi ha víctimes de la violència a la rereguarda republicana, tot i que de molts es desconeix la identitat, atès que molts dels cadàvers foren recollits pel voltant de la població.","www.tinetdigital.org, el 13/11/2003. Solé i Barjau, Queralt. Els morts clandestins. Les fosses comunes de la Guerra Civil a Catalunya (1936-1939). Catarroja: Ed. Afers, 2009.",,,Desconegut,Reus,Baix Camp,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/125845,No,,,"(41.16741237, 1.12275124)",421,39
160851,Cementiri de Sant Marc,Cementiri de Sant Marc,1.48102999,41.34641817,Sí,,Civils,Sembla ser que foren afusellats per les tropes franquistes al confondre'ls amb soldats republicans.,Les fosses de la Guerra Civil al Penedès,Font oral,,2,"Montmell, el",Baix Penedès,Probable,Antiga,http://fossesirepressio.gencat.cat/ca/montmell-cementiri-de-sant-marc,No,,,"(41.34641817, 1.48102999)",835,33
